,순번,시도본부,소방서,119안전센터명,주소,전화번호,lat,lng
438,439,경기재난본부,김포소방서,중앙,경기도 김포시 감암로 111 (걸포동),031-980-4501,37.6415291,126.7084999
439,440,경기재난본부,김포소방서,양촌,경기도 김포시 양촌읍 양곡1로 85 (양곡리),031-980-4511,37.6580667,126.6223132
440,441,경기재난본부,김포소방서,통진,경기도 김포시 통진읍 김포대로 2250 (마송리),031-980-4521,37.6916854,126.596726
441,442,경기재난본부,김포소방서,고촌,경기도 김포시 고촌읍 은행영사정로 31 (신곡리),031-980-4531,37.6023295,126.7737491
442,443,경기재난본부,김포소방서,하성,경기도 김포시 하성면 하성로 404 (마곡리),031-980-4541,37.7093777,126.6424101
443,444,경기재난본부,김포소방서,대곶,경기도 김포시 대곶면 수남로 104,031-980-4561,37.6326953,126.581951
444,445,경기재난본부,김포소방서,마산,경기도 김포시 김포한강8로 196,031-980-4571,37.6314566,126.6386037
445,446,경기재난본부,광주소방서,초월,경기도 광주시 초월읍 무들로 112 (대쌍령리),031-799-2500,37.3855652,127.2994595
446,447,경기재난본부,광주소방서,경안,경기도 광주시 수하길 36 (송정동),031-799-2510,37.4147421,127.2642896
447,448,경기재난본부,광주소방서,오포,경기도 광주시 오포읍 오포로 910-5 (고산리),031-799-2521,37.3767376,127.2385751
448,449,경기재난본부,광주소방서,곤지암,경기도 광주시 곤지암읍 도척로 163 (곤지암리),031-799-2530,37.337693,127.3367984
449,450,경기재난본부,광주소방서,능평,경기도 광주시 오포읍 대명대길 30 (능평리),031-799-2540,37.3571925,127.168752
450,451,경기재난본부,안성소방서,도기,경기도 안성시 미양로 855 (도기동),031-678-4501,36.9969361,127.2584503
451,452,경기재난본부,안성소방서,미양,경기도 안성시 미양면 제2공단3길 8 (계륵리),031-677-7119,36.9775299,127.260515
452,453,경기재난본부,안성소방서,죽산,경기도 안성시 죽산면 장원공단길 38 (장원리),031-678-4520,37.0680271,127.4239454
453,454,경기재난본부,안성소방서,공도,경기도 안성시 공도읍 공도로 111 (만정리),031-618-8119,37.0007902,127.1731119
454,455,경기재난본부,하남소방서,신장,경기도 하남시 대청로 76 (신장동),031-799-4502,37.5398622,127.2204166
455,456,경기재난본부,하남소방서,감북,경기도 하남시 감북로 91 (광암동),031-799-4511,37.5159207,127.1675455
456,457,경기재난본부,하남소방서,덕풍,경기도 하남시 덕풍서로 60 (덕풍동),031-799-4532,37.5348905,127.198127
457,458,경기재난본부,의왕소방서,고천,경기도 의왕시 오봉로 9 (고천동),031-596-0502,37.3441331,126.9746697
458,459,경기재난본부,의왕소방서,백운,경기도 의왕시 안양판교로 187 (청계동),031-596-0531,37.3905618,126.9924397
459,460,경기재난본부,의왕소방서,오전,경기도 의왕시 경수대로 344 (오전동),031-596-0510,37.3562722,126.9685492
460,461,경기재난본부,오산소방서,청학,경기도 오산시 청학로 55-6 (청학동),031-8059-7500,37.1544053,127.0643841
461,462,경기재난본부,오산소방서,원동,경기도 오산시 경기대로 99 (원동),031-8059-7510,37.1430209,127.0823935
462,463,경기재난본부,여주소방서,여주,경기도 여주시 우암로 110 (월송동),031-887-8501,37.291526,127.6258811
463,464,경기재난본부,여주소방서,가남,경기도 여주시 가남면 일신로 32 (태평리),031-887-8511,37.2134122,127.5434878
464,465,경기재난본부,여주소방서,북내,경기도 여주시 북내면 도예로 440 (당우리),031-887-8521,37.3246892,127.6778738
465,466,경기재난본부,양평소방서,공흥,경기도 양평군 양평읍 경강로 2047 (공흥리),031-770-0507,37.5002024,127.5074912
466,467,경기재난본부,양평소방서,강상,경기도 양평군 강상면 송학길 54 (송학리),031-770-0521,37.4811526,127.4774662
467,468,경기재난본부,양평소방서,용문,경기도 양평군 용문면 연수로 64 (다문리),031-770-0531,37.4853372,127.5928451
468,469,경기재난본부,과천소방서,중앙,경기도 과천시 통영로 12 (중앙동),02-331-4500,37.4285453,126.9904563
469,470,경기재난본부,과천소방서,과천,경기도 과천시 궁말로 30 (주암동),02-331-4510,37.4448469,127.017142
470,471,경기북부소방재난본부,고양소방서,원당,경기도 고양시 덕양구 고양대로 1342,031-931-0502,37.6547763,126.8335171
471,472,경기북부소방재난본부,고양소방서,능곡,경기도 고양시 덕양구 토당로 48,031-931-0512,37.6202801,126.8207409
472,473,경기북부소방재난본부,고양소방서,신도,경기도 고양시 덕양구 삼송로136번길 80-6,031-931-0522,37.6522898,126.893211
473,474,경기북부소방재난본부,고양소방서,행신,경기도 고양시 덕양구 소원로181번길 52,031-931-0532,37.6150677,126.8434087
474,475,경기북부소방재난본부,고양소방서,화전,경기도 고양시 덕양구 중앙로 78,031-931-0542,37.6068231,126.8606385
475,476,경기북부소방재난본부,일산소방서,장항,경기도 고양시 일산동구 중앙로 1325 ,031-930-0501,37.6630251,126.7695913
476,477,경기북부소방재난본부,일산소방서,백석,경기도 고양시 일산동구 장백로 78,031-930-0511,37.6441763,126.7849987
477,478,경기북부소방재난본부,일산소방서,주엽,경기도 고양시 일산서구 주화로 82,031-930-0521,37.6701789,126.7590858
478,479,경기북부소방재난본부,일산소방서,중산,경기도 고양시 일산동구 중산로 218,031-930-0541,37.6913524,126.7804934
479,480,경기북부소방재난본부,일산소방서,고봉,경기도 고양시 일산동구 성현로 429,031-930-0551,37.6993055,126.83057
480,481,경기북부소방재난본부,일산소방서,대화,경기도 고양시 일산서구 대화동 2321-2,031-930-0572,37.6783843,126.744017
481,482,경기북부소방재난본부,의정부소방서,중앙,경기도 의정부시 의정로 48 ,031-849-7500,37.7370009,127.035432
482,483,경기북부소방재난본부,의정부소방서,금오,경기도 의정부시 호국로 1434-14,031-849-7510,37.7493335,127.061254
483,484,경기북부소방재난본부,의정부소방서,호원,경기도 의정부시 평화로 322번길 7,031-849-7520,37.7207718,127.0481742
484,485,경기북부소방재난본부,의정부소방서,송산,경기도 의정부시 충의로 90,031-849-7530,37.7396609,127.0865777
485,486,경기북부소방재난본부,남양주소방서,평내,경기도 남양주시 평내로 25 ,031-590-0503,37.6433788,127.2322006
486,487,경기북부소방재난본부,남양주소방서,진접,경기도 남양주시 진접읍 금강로 1509-25,031-590-0522,37.7255193,127.1897192
487,488,경기북부소방재난본부,남양주소방서,진건,경기도 남양주시 진건읍 진건오남로 112-21,031-590-0552,37.6601927,127.1803221
488,489,경기북부소방재난본부,남양주소방서,화도,경기도 남양주시 화도읍 수레로 1260번길 25,031-590-0542,37.6500605,127.3047827
489,490,경기북부소방재난본부,남양주소방서,와부,경기도 남양주시 와부읍 덕소로 97번길 34-2,031-590-0532,37.5857438,127.2162041
490,491,경기북부소방재난본부,남양주소방서,별내,경기도 남양주시 송산로 41,031-590-0562,37.6458955,127.1298107
491,492,경기북부소방재난본부,남양주소방서,오남,경기도 남양주시 오남읍 진건오남로 772,031-590-0592,37.6966775,127.206024
492,493,경기북부소방재난본부,남양주소방서,가운,경기도 남양주시 가운로 16,031-590-0572,37.6048422,127.1583525
493,494,경기북부소방재난본부,파주소방서,통일,파주시 파주읍 통일로 1564,031-956-9501,37.8476859,126.789842
494,495,경기북부소방재난본부,파주소방서,금촌,경기도 파주시 가나무로 136 ,031-956-9511,37.7538178,126.7804243
495,496,경기북부소방재난본부,파주소방서,법원,경기도 파주시 법원읍 화합로 141,031-956-9521,37.8468157,126.8823733
496,497,경기북부소방재난본부,파주소방서,광탄,경기도 파주시 광탄면 혜음로 1040 ,031-956-9531,37.7757254,126.8512489
497,498,경기북부소방재난본부,파주소방서,탄현,경기도 파주시 탄현면 필승로 458 ,031-956-9541,37.7813315,126.6872915
498,499,경기북부소방재난본부,파주소방서,월롱,경기도 파주시 월롱면 엘씨디로 310 ,031-956-9551,37.81517,126.7525786
499,500,경기북부소방재난본부,파주소방서,교하,경기도 파주시 청석로 301 ,031-956-9561,37.7289607,126.7172253
500,501,경기북부소방재난본부,파주소방서,적성,경기도 파주시 적성면 감악산로 1220 ,031-956-9571,37.9665509,126.9249379
501,502,경기북부소방재난본부,파주소방서,운정,경기도 파주시 야당동 1003-2,031-956-9581,37.7139568,126.7598256
502,503,경기북부소방재난본부,구리소방서,교문,"경기도 구리시 아차산로 487번길 46, 교문119안전센터",031-570-6501,37.5982565,127.127819
503,504,경기북부소방재난본부,구리소방서,인창,"경기도 구리시 건원대로 34번길 28, 인창119안전센터",031-570-6512,37.6040994,127.1419142
504,505,경기북부소방재난본부,포천소방서,군내,경기도 포천시 군내면 호국로 1538,031-538-5500~7,37.8914328,127.2027888
505,506,경기북부소방재난본부,포천소방서,소흘,경기도 포천시 소흘읍 송우로 182(송우리 576-1),031-538-5511-4,37.836126,127.131873
506,507,경기북부소방재난본부,포천소방서,영북,경기도 포천시 영북면 영북로 144,031-538-5520~4,38.0870702,127.2754054
507,508,경기북부소방재난본부,포천소방서,일동,경기도 포천시 일동면 영일로 978,031-538-5530~4,37.9480529,127.3099375
508,509,경기북부소방재난본부,포천소방서,가산,경기도 포천시 포천로 890,031- 538-5540~4,37.8485674,127.1944342
509,510,경기북부소방재난본부,포천소방서,내촌,경기도 포천시 내촌면 내촌로 120,031-538-5550~4,37.7904667,127.2305744
510,511,경기북부소방재난본부,포천소방서,영중,경기도 포천시 영중면 양문로 66,031-538-5560~7,37.9984762,127.2427239
511,512,경기북부소방재난본부,양주소방서,백석,양주시 백석읍 꿈나무로 156,031-849-8507,37.7956868,126.9893721
512,513,경기북부소방재난본부,양주소방서,회천,양주시 화합로 1272,031-849-8512,37.846129,127.0555538
513,514,경기북부소방재난본부,양주소방서,광적,양주시 광적면 광적로 55,031-849-8522,37.8234202,126.9814916
514,515,경기북부소방재난본부,양주소방서,고읍,양주시 고덕로 266,031-849-8532,37.8018586,127.0698624
515,516,경기북부소방재난본부,양주소방서,남면,양주시 남면 삼육사로 247,031-849-8542,37.9016853,126.9864483
516,517,경기북부소방재난본부,양주소방서,장흥,양주시 장흥면 일영로 794,031-849-8551,37.695437,126.9287784
517,518,경기북부소방재난본부,동두천소방서,불현,경기도 동두천시 지행로 6(지행동),031-830-5501,37.8920012,127.0477009
518,519,경기북부소방재난본부,동두천소방서,소요,경기도 동두천시 평화로 2910번길 65(상봉암동),031-830-5511,37.9463385,127.0651734
519,520,경기북부소방재난본부,가평소방서,가평,가평군 가평읍 가화로 36,031-580-0507,37.823255,127.5164319
520,521,경기북부소방재난본부,가평소방서,조종면,가평군 조종면 현창로 14,031-580-0522,37.8191584,127.3473993
521,522,경기북부소방재난본부,연천소방서,은대,경기도 연천군 전곡읍 평화로 892,031-830-0502,38.0484702,127.0689781
522,523,경기북부소방재난본부,연천소방서,전곡,경기도 연천군 전곡읍 전곡로 27,031-830-0521,38.0160695,127.0719517
523,524,경기북부소방재난본부,연천소방서,연천,경기도 연천군 연천읍 차현로 92,031-830-0531,38.0993965,127.0768708
524,525,강원소방본부,춘천소방서,현장대응과(후평),강원도 춘천시 후석로 446,033-241-0119,37.8893875,127.7431876
525,526,강원소방본부,춘천소방서,소양,강원도 춘천시 금강로 15,033-248-9531,37.8821842,127.7245928
526,527,강원소방본부,춘천소방서,춘천_효자,강원도 춘천시 효명길 8,033-248-9541,37.8711174,127.7263333
527,528,강원소방본부,춘천소방서,석사,강원도 춘천시 동내면 고은길9,033-248-9551,37.8417643,127.777346
528,529,강원소방본부,춘천소방서,강촌,강원도 춘천시 남산면 소주고개로 680,033-248-9561,37.7853307,127.6474929
529,530,강원소방본부,춘천소방서,신북,강원도 춘천시 신북읍 신북로 35,033-248-9461,37.9285049,127.7514192
530,531,강원소방본부,춘천소방서,화천,강원도 춘천시 화천군 화천읍 강변로 155,033-248-9571,38.1112304,127.7074748
531,532,강원소방본부,춘천소방서,사내,강원도 춘천시 화천군 사내면 문화마을 1길 6,033-248-9581,38.0680509,127.5249396
532,533,강원소방본부,춘천소방서,양구,강원도 춘천시 양구군 양구읍 비봉로 73번길 12,033-248-9591,38.108706,127.9864748
533,534,강원소방본부,원주소방서,현장대응과(명륜),강원도 원주시 남원로 487,033-762-0119,37.3282594,127.9442259
534,535,강원소방본부,원주소방서,원주_우산,강원도 원주시 우산동 우산공단길 9,033-769-1561,37.3740371,127.9417972
535,536,강원소방본부,원주소방서,단구,강원도 원주시 단구동 강변로 255,033-769-1541,37.3305154,127.9614545
536,537,강원소방본부,원주소방서,원주_신림,강원도 원주시 신림면 치악로 27,033-769-1551,37.2297351,128.079
537,538,강원소방본부,원주소방서,학성,강원도 원주시 학성동 학성길 122,033-769-1531,37.3536511,127.9448133
538,539,강원소방본부,원주소방서,태장,강원도 원주시 태장동 태장공단길 4,033-769-1571,37.4014814,127.9526284
539,540,강원소방본부,원주소방서,문막,강원도 원주시 문막읍 문막시장1길 90,033-769-1581,37.303462,127.8145611
540,541,강원소방본부,원주소방서,흥업,강원도 원주시 귀래면 북원로 53-5,033-769-1591,37.1660383,127.8841597
541,542,강원소방본부,강릉소방서,현장대응과(유산),강원도 강릉시 선수천로 64-28,033-643-3119,37.751853,128.8760574
542,543,강원소방본부,강릉소방서,경포,강원도 강릉시 해안로 502,033-610-8531,37.8050364,128.9051502
543,544,강원소방본부,강릉소방서,내곡,강원도 강릉시 범일로 660,033-610-8541,37.7447549,128.8846428
544,545,강원소방본부,강릉소방서,주문진,강원도 강릉시 연곡면 연주로 226,033-610-8551,37.873971,128.8316559
545,546,강원소방본부,강릉소방서,포남,강원도 강릉시 하평2길 23,033-610-8561,37.7722954,128.9128748
546,547,강원소방본부,강릉소방서,강릉_옥계,강원도 강릉시 옥계면 현내시장길 163,033-610-8571,37.6023079,129.030117
547,548,강원소방본부,동해소방서,현장대응과(천곡),강원도 동해시 천곡로 120,033-533-0119,37.5244612,129.1184599
548,549,강원소방본부,동해소방서,묵호,강원도 동해시 일출로 29,033-530-8531,37.5514203,129.1106147
549,550,강원소방본부,동해소방서,북삼,강원도 동해시 효자남길 33-10,033-530-8541,37.4892925,129.1069125
550,551,강원소방본부,동해소방서,북평,강원도 동해시 공단1로 21,033-530-8551,37.4716054,129.1430291
551,552,강원소방본부,태백소방서,현장대응과(황지),강원도 태백시 태백로 1120,033-553-1119,37.1493763,128.9938131
552,553,강원소방본부,태백소방서,태백_장성,강원도 태백시 석공길 16-9,033-550-8531,37.1034148,129.0080083
553,554,강원소방본부,태백소방서,철암,강원도 태백시 동태백로 552,033-550-8541,37.1210254,129.0442047
554,555,강원소방본부,태백소방서,화전,강원도 태백시 태백로 814,033-550-8551,37.1493763,128.9938131
555,556,강원소방본부,속초소방서,현장대응과(노학),강원도 속초시 미시령로 3226,033-631-0119,38.2034327,128.5600925
556,557,강원소방본부,속초소방서,영랑,강원도 속초시 동해대로 4219,033-630-2531,38.1959264,128.5770903
557,558,강원소방본부,속초소방서,설악,강원도 속초시 청봉로5길 37,033-630-2541,38.1662779,128.5253337
558,559,강원소방본부,삼척소방서,현장대응과(남양),강원도 삼척시 봉황로 101,033-573-0119,37.4465928,129.1709751
559,560,강원소방본부,삼척소방서,도계,강원도 삼척시 도계읍 도계강변3길 16,033-570-8531,37.2416066,129.0465295
560,561,강원소방본부,삼척소방서,근덕,강원도 삼척시 근덕면 교가길 37,033-570-8541,37.3801795,129.2280792
561,562,강원소방본부,삼척소방서,원덕,강원도 삼척시 원덕읍 삼척로 504,033-570-8551,37.1799875,129.3300302
562,563,강원소방본부,홍천소방서,현장대응과(홍천),강원도 홍천군 홍천읍 공작산로 99,033-432-2119,37.691451,127.902408
563,564,강원소방본부,홍천소방서,양덕원,강원도 홍천군 남면 시동로 38,033-439-2541,37.6122203,127.7696789
564,565,강원소방본부,홍천소방서,서석,강원도 홍천군 서석면 구룡령로 2512,033-439-2531,37.7128999,128.1841272
565,566,강원소방본부,횡성소방서,방호구조과(횡성),강원도 횡성군 횡성읍 문예로 157,033-343-0119,37.4853526,127.9739346
566,567,강원소방본부,횡성소방서,둔내,강원도 횡성군 둔내면 고원남로 42,033-340-9531,37.5065159,128.2123069
567,568,강원소방본부,횡성소방서,우천,강원도 횡성군 우천면 서동로 199,033-340-9541,37.4448867,128.0692767
568,569,강원소방본부,영월소방서,방호구조과(영월),강원도 영월군 영월읍 영월로 1863,033-373-0119,37.1851998,128.4583934
569,570,강원소방본부,영월소방서,주천,강원도 영월군 송학주천로 1467-15,033-371-7531,37.2747823,128.2697649
570,571,강원소방본부,영월소방서,영월_중동,강원도 영월군 중동면 응고개길 10-17,033-371-7541,37.142473,128.6798435
571,572,강원소방본부,평창소방서,현장대응과(평창),강원도 평창군 평창읍 살구실길 10,033-333-9118,37.3780095,128.3899712
572,573,강원소방본부,평창소방서,진부,강원도 평창군 진부면 진부로 37,033-339-8531,37.6447217,128.5674179
573,574,강원소방본부,평창소방서,봉평,강원도 평창군 봉평면 기풍로 107-6,033-339-8541,37.6126168,128.3775769
574,575,강원소방본부,평창소방서,대화,강원도 평창군 대화면 평창대로 934,033-339-8506,37.5202213,128.4439284
575,576,강원소방본부,평창소방서,대관령,강원도 평창군 대관령면 올림픽로 62-20,033-339-8551,37.6725257,128.7012297
576,577,강원소방본부,정선소방서,방호구조과(정선),강원도 정선군 녹송로 27,033-563-0119,37.3797105,128.6718584
577,578,강원소방본부,정선소방서,신동,강원도 정선군 신동읍 의림로 342,033-378-0119,37.2208419,128.6472112
578,579,강원소방본부,정선소방서,고한,강원도 정선군 고한읍 강원남로 6455,033-591-3119,37.1950041,128.8698952
579,580,강원소방본부,정선소방서,임계,강원도 정선군 임계면 송계4길 9,033-562-6119,37.495193,128.8527671
580,581,강원소방본부,정선소방서,사북,강원도 정선군 사북읍 하이원길 29,033-592-2119,37.2144481,128.816289
581,582,강원소방본부,철원소방서,방호구조과(갈말),강원도 철원군 갈말읍 태봉로 1504,033-452-7119,38.1854405,127.3237273
582,583,강원소방본부,철원소방서,동송,강원도 철원군 동송읍 금학로 251길 17,033-450-2531,38.2108025,127.2160712
583,584,강원소방본부,철원소방서,김화,강원도 철원군 서면 약수로 76,033-450-2541,38.2454988,127.4352574
584,585,강원소방본부,철원소방서,갈말,강원도 철원군 갈말읍 명성로 229,033-450-2551,38.1564409,127.3100551
585,586,강원소방본부,인제소방서,방호구조과(인제),강원도 인제군 인제읍 비봉로 44번길 71,033-460-9210,38.0617057,128.16837
586,587,강원소방본부,인제소방서,원통,강원도 인제군 북면 원통로 276,033-461-3119,38.1261781,128.2132324
587,588,강원소방본부,인제소방서,기린,강원도 인제군 기린면 내린천로 4100,033-461-5119,37.9616537,128.3206094
588,589,강원소방본부,고성소방서,방호구조과(간성),강원도 고성군 간성읍 수성로 37-11,033-681-1119,38.3776837,128.4667505
589,590,강원소방본부,고성소방서,동광,강원도 고성군 토성면 동해대로 5320,033-631-1119,38.2811752,128.5490993
590,591,강원소방본부,고성소방서,거진,강원도 고성군 거진읍 수외길 19,033-681-7119,38.4409858,128.4525957
591,592,강원소방본부,양양소방서,방호구조과(양양),강원도 양양군 양양읍 남대천로 33,033-671-2119,38.0633276,128.6185234
592,593,강원소방본부,양양소방서,현남북,강원도 양양군 현북면 동해대로 1115-33,033-672-2119,38.0084693,128.7213943
593,594,충북소방본부,동부소방서_충북,동부(충북)_중앙,충북 청주시 상당구 영운로 61,043-255-0119,36.6207094,127.4946651
594,595,충북소방본부,동부소방서_충북,율량,충북 청주시 청원구 율봉로202번길 66-2,043-213-0119,36.6658427,127.4904684
595,596,충북소방본부,동부소방서_충북,북문,충북 청주시 상당구 상당로 168,043-224-1119,36.6433995,127.4901219
596,597,충북소방본부,동부소방서_충북,문의,충북 청주시 상당구 문의면 문의시내1길 8,043-298-7119,36.5175875,127.4963111
597,598,충북소방본부,동부소방서_충북,내수,충북 청주시 청원구 내수읍 청암로80,043-214-0119,36.7246027,127.5389336
598,599,충북소방본부,동부소방서_충북,오창,충북 청주시 청원구 오창읍 중심상업2로 30,043-216-2119,36.7127787,127.4324569
599,600,충북소방본부,서부소방서_충북,서부(충북)_중앙,충북 청주시 흥덕구 가경로 143,043-249-9804,36.6273501,127.4371135
600,601,충북소방본부,서부소방서_충북,복대,충북 청주시 흥덕구 공단로 93,043-249-9822,36.6404323,127.4415485
601,602,충북소방본부,서부소방서_충북,서부(충북)_남부,충북 청주시 서원구 산미로 70,043-249-9837,36.6042039,127.4716464
602,603,충북소방본부,서부소방서_충북,서부(충북)_사직,충북 청주시 서원구 사직대로 229,043-249-9852,36.6392401,127.4714328
603,604,충북소방본부,서부소방서_충북,남이,충북 청주시 서원구 청남로 866,043-249-9867,36.6065439,127.4795704
604,605,충북소방본부,서부소방서_충북,오송,층북 청주시 흥덕구 오송생명3로 71-5,043-249-9882,36.6370179,127.4696705
605,606,충북소방본부,충주소방서,충주_중앙,충북 충주시 목행산단7로 9,043-841-3331,37.0032464,127.9206901
606,607,충북소방본부,충주소방서,충주_남부,충북 충주시 호암대로 13,043-841-3340,36.9592112,127.9279384
607,608,충북소방본부,충주소방서,수안보,충북 충주시 수안보면 관동길 9-7,043-841-3350,36.8472467,127.9945998
608,609,충북소방본부,충주소방서,주덕,충북 충주시 주덕읍 산양로 35,043-841-3360,36.9755716,127.7955856
609,610,충북소방본부,충주소방서,앙성,충북 충주시 앙성면 가곡로 1019,043-841-3370,37.1086587,127.7522146
610,611,충북소방본부,충주소방서,연수,충북 충주시 연수동 454-30,전화공사중,36.982979,127.9350107
611,612,충북소방본부,제천소방서,제천_중앙,충북 제천시 신죽하로 164,043-641-7119,37.1607568,128.2126828
612,613,충북소방본부,제천소방서,화산,충북 제천시 강명길 17,043-641-7310,37.1186347,128.2040734
613,614,충북소방본부,제천소방서,제천_봉양,충북 제천시 봉양읍 북부로1433,043-641-7340,37.1315746,128.1286342
614,615,충북소방본부,보은소방서,보은_중앙,충북 보은군 보은읍 남부로 4415,043-773-0215,36.4769345,127.722146
615,616,충북소방본부,보은소방서,속리산,충북 보은군 속리산면 법주사로 278,043-773-0231,36.5317457,127.823355
616,617,충북소방본부,보은소방서,구병산,충북 보은군 마로면 관기 송현로 78 ,043-773-0251,36.4355712,127.8174711
617,618,충북소방본부,옥천소방서,옥천_중앙,충북 옥천군 옥천읍 중앙로 132,043-730-1901,36.3072091,127.5748696
618,619,충북소방본부,옥천소방서,청산,충북 옥천군 청산면 남부로 2306,043-730-1921,36.3448881,127.7814415
619,620,충북소방본부,영동소방서,영동_중앙,충북 영동군 영동읍 영동황간로 174,043-740-7111,36.1656451,127.7890282
620,621,충북소방본부,영동소방서,황간,충북 영동군 황간면 황간로 132,043-742-4119,36.2352892,127.9038563
621,622,충북소방본부,증평소방서,증평_중앙,증평군 증평읍 충청대로 1789,043-836-4119,36.7879881,127.5839854
622,623,충북소방본부,진천소방서,진천_중앙,충북 진천군 진천읍 진광로 93,043-539-3875,36.8727806,127.4410743
623,624,충북소방본부,진천소방서,광혜원,충북 진천군 광혜원면 화랑길 99,043-539-8221,36.9917024,127.4367734
624,625,충북소방본부,진천소방서,진천_덕산,충북 진천군 덕산면 초금로 606-1,043-539-8241,36.8992655,127.5106696
625,626,충북소방본부,괴산소방서,괴산_중앙,충북 괴산군 괴강로 69,043-760-0216,36.8075362,127.8015004
626,627,충북소방본부,괴산소방서,청천,충북 괴산군 청청면 선평길 78-9,043-760-0235,36.6591816,127.7332044
627,628,충북소방본부,음성소방서,음성_중앙,충북 음성군 금왕읍 응천서길 11,043-877-0119,36.9895842,127.5951396
628,629,충북소방본부,음성소방서,음성,충북 음성군 음성읍 음성로 122,043-872-2119,36.930413,127.678501
629,630,충북소방본부,음성소방서,대소,충북 음성군 대소면 오산로 74,043-881-7119,36.9694652,127.4859542
630,631,충북소방본부,음성소방서,감곡,충북 음성군 감곡면 음성로 2652,043-881-3119,37.1122563,127.643699
631,632,충북소방본부,단양소방서,단양_중앙,충북 단양군 단양읍 중앙1로 29 ,043-421-0119,36.986212,128.3677805
632,633,충북소방본부,단양소방서,매포,충북 단양군 매포읍 평동4로 79 ,043-422-0119,37.0310688,128.2947952
633,634,충남소방본부,천안동남소방서,구성,충남 천안시 동남구 천안대로 580,041-570-0332,36.7997951,127.1649639
634,635,충남소방본부,천안동남소방서,청당,충남 천안시 동남구 광덕면 신흥리1길 148,041-570-0402,36.7005764,127.1108437
635,636,충남소방본부,천안동남소방서,독립,충남 천안시 동남구 목천읍 삼방로 95,041-570-0362,36.7869062,127.2227425
636,637,충남소방본부,천안동남소방서,병천,충남 천안시 동남구 병천면 아우내순대길 78,041-570-0382,36.7642144,127.3009754
637,638,충남소방본부,천안동남소방서,풍세,2018년 개서 예정,미설치,,
638,639,충남소방본부,천안서북소방서,차암,충남 천안시 서북구 직산읍 4산단 2길 32,041-360-0331,36.8625903,127.1161915
639,640,충남소방본부,천안서북소방서,성거,충남 천안시 서북구 성거읍 천흥8길 11,041-360-0361,36.8832712,127.2078902
640,641,충남소방본부,천안서북소방서,서부,충남 천안시 서북구 양지18길 22,041-360-0381,36.8122283,127.1387858
641,642,충남소방본부,천안서북소방서,두정,충남 천안시 서북구 성정동 1공단 2길 16,041-360-0401,36.8275236,127.1465252
642,643,충남소방본부,천안서북소방서,성환,충남 천안시 서북구 성환읍 성환1로 395,041-360-0421,36.9276524,127.1312529
643,644,충남소방본부,천안서북소방서,쌍용,충남 천안시 서북구 월봉로 78,041-360-0441,36.7975597,127.1183152
644,645,충남소방본부,천안서북소방서,입장,충남 천안시 서북구 망향로 1107,041-360-0461,36.9090032,127.2272646
645,646,충남소방본부,천안서북소방서,직산,2018년 개서 예정,미설치,,
646,647,충남소방본부,천안서북소방서,불당,2018년 개서 예정,미설치,,
647,648,충남소방본부,공주소방서,공주_교동,충남 공주시 무령로 55,041-851-0212,36.45934,127.1266693
648,649,충남소방본부,공주소방서,유구,충남 공주시 유구읍 유구외곽로 368,041-851-0362,36.5399034,126.9459714
649,650,충남소방본부,공주소방서,신관,충남 공주시 의당로 31,041-851-0382,36.4748504,127.1297846
650,651,충남소방본부,공주소방서,동학사,충남 공주시 반포면 동학사1로 110,041-851-0402,36.363708,127.254013
651,652,충남소방본부,공주소방서,공주_계룡,충남 공주시 계룡면 월암송정길 18,041-851-0422,36.3613281,127.1414373
652,653,충남소방본부,보령소방서,죽정,충남 보령시 대천로 122,041-930-0333,36.356382,126.6055588
653,654,충남소방본부,보령소방서,신흑,충남 보령시 대천항로 205,041-930-0361,36.3168221,126.5143197
654,655,충남소방본부,보령소방서,웅천,충남 보령시 웅천읍 충서로 947,041-930-0381,36.235098,126.5971992
655,656,충남소방본부,보령소방서,오천,충남 보령시 오천면 소성안길 47,041-930-0401,36.4384929,126.5220244
656,657,충남소방본부,보령소방서,주포,충남 보령시 주포면 질재로 47-16,041-930-0421,36.4152378,126.5875554
657,658,충남소방본부,아산소방서,모종,충남 아산시 문화로 293,041-538-0332,36.7866463,127.0164409
658,659,충남소방본부,아산소방서,둔포,충남 아산시 둔포면 충무로 1848,041-538-0362,36.9312772,127.0427916
659,660,충남소방본부,아산소방서,신창,충남 아산시 신창면 순천향로 48,041-538-0382,36.771138,126.9353713
660,661,충남소방본부,아산소방서,인주,충남 아산시 인주면 공세길 19,041-538-0402,36.8808498,126.9130263
661,662,충남소방본부,아산소방서,배방,충남 아산시 배방읍 배방로 38,041-538-0422,36.7710286,127.0630436
662,663,충남소방본부,아산소방서,탕정,충남 아산시 탕정면 탕정로 26,041-538-0442,36.8141342,127.0543816
663,664,충남소방본부,아산소방서,장재,2018년 개서 예정,미설치,,
664,665,충남소방본부,서산소방서,서산_예천,충남 서산시 호수공원 14로 26-4(예천동),041-689-0330,36.773144,126.445135
665,666,충남소방본부,서산소방서,서산_대산,충남 서산시 대산읍 망일산로 831-15,041-689-0362,36.9393339,126.4464073
666,667,충남소방본부,서산소방서,서산_동부,충남 서산시 학동3로53(동문동),041-689-0382,36.7898681,126.4590928
